% Model,a4_Water.mph
% Version,COMSOL 5.3.0.223
% Date,"Feb 26 2018, 18:02"
% Table,Nonlinear solver - 
% Iteration number,Error
413,2.937816055460252
414,0.7741822342162654
415,0.5200459970350254
416,0.17175517456666184
417,0.02181582196059378
418,2.0392794565900034E-4
NaN,NaN
419,63.54852430569921
420,19.303158454015
421,0.5930283212415642
422,0.257430713265815
423,1.9931401349452431
424,2.4914888769700183
425,1.5844040725505024
426,1.8090361530342063
427,1.5244812323305086
428,1.5371108240656999
429,1.5352181016099304
430,1.4148963674136215
431,1.4230842270046715
432,1.4193664859357138
433,1.429698765117969
434,1.453825806938147
435,1.4496112701309039
436,1.35229230932015
437,1.0023313930455087
438,0.6754301005623763
439,0.5346956859999042
440,0.3395502824112998
441,0.14179412977045677
442,0.005932705539013947
443,9.59593893379938E-5
NaN,NaN
444,68.01226473439925
445,21.182100466091025
446,0.15686650817766007
447,7.450541320346375
448,1.839216992927888
449,0.843959308453824
450,0.5292979777876196
451,0.3297309512731326
452,0.13731563029273383
453,0.012224475313466064
454,1.4399355071230315E-4
NaN,NaN
455,72.4045463490275
456,22.930319465989836
457,0.19282986952955505
458,8.782545784497767
459,1.8894857088911858
460,0.9306624712479679
461,0.4639652240072677
462,0.2981096098357762
463,0.11830539834345608
464,0.005402105588742369
465,5.450643115315893E-5
NaN,NaN
466,76.1757306198516
467,24.55653887323134
468,0.16007903047088692
469,21.418416930724707
470,8.936290200125294
471,3.5144630238889976
472,1.5015143251677334
473,0.6851823796649189
474,0.34542697678560974
475,0.24077493787524948
476,0.11538599458192732
477,0.003998417080765626
478,5.4180378695945634E-5
NaN,NaN
479,79.57162841312515
480,26.069951380512023
481,0.23725751947638363
482,22.246395695067942
483,9.570825736652159
484,3.7886676236938532
485,1.719960528234771
486,0.7203403970167424
487,0.24542475821497403
488,0.29654049746797595
489,0.19932523905765834
490,0.009652417215506637
491,8.258170186061548E-4
NaN,NaN
492,82.90005929806058
493,27.4478097640053
494,0.2998988173500884
495,22.963489306152933
496,10.357445679609365
497,4.113024230826736
498,1.9363333624678547
499,9.771855219288488
500,0.9863177318190747
501,0.3076156197313415
502,0.2557157372934122
503,0.11276884478974251
504,0.07248987742139512
505,0.004651198317820932
506,6.0049648659847644E-5
NaN,NaN
507,86.10640833012481
508,28.767569292699804
509,0.2382603216085497
510,23.46179953515094
511,11.215142127280629
512,4.422016772005258
513,2.105904000101954
514,30.79770546847565
515,654.0856452158567
516,1.8424855857145481
517,1.030764001343651
518,2.0295594546263156
519,1.4474895995653825
520,2.4299532709257434
521,4.264724306858184
522,6.401545335666583
523,7.353190886569142
524,7.893720664773122
525,14164.323559171244
526,1.2179534851800643E7
527,45.392249569590945
528,141.54900636508071
529,191.4897540766719
530,47.35837951069774
531,44.876912463893795
532,37.390219076571015
533,24.395665553612847
534,20.688512941918418
535,196.01415573796203
536,129618.50602238093
537,225.20405661676307
538,75.39828142715744
539,797299.6313346125
540,5.4980217630476214E7
541,7.891232522268918E8
542,26.75066758623853
543,14248.886567485255
544,43.10828592995909
545,864.8636584370627
546,52.1687347286312
547,5085.390199201761
548,17.31521078525188
549,59.85900510538182
550,24.198006842762354
551,48.524392050527375
552,7.059660416980524
553,12.43029593081433
554,4.412344119136475
555,39.61436728880813
556,30.974533809879993
557,115.68159163670084
558,142.87012974824708
559,111.21982266455653
560,92.5679865143606
561,3528256.315401721
562,1.991540365499729E8
563,195.0197227548968
564,35.6358971075907
565,23.910374948416163
566,23.165014430437065
567,11624.726882979698
568,206.56566842128925
569,52.904242616944
570,111.49919623020989
571,27.860509693061644
572,34.863177352648734
573,42.80693821089891
574,75.8509082078037
575,67.23778820449947
576,62.38869318786087
577,60.20735029837082
578,74879.92365042442
579,114.92046492886303
580,84.42950438210292
581,47.23762572334928
582,85.29440286654534
583,115.10951382060047
584,2.3762622306745255E8
585,83.31582049965127
586,264.5478946587091
587,5.773280348589631
588,5.461200924907758
589,9.85624832155466
590,10.524094594825929
591,10.621649524706557
592,10.479919725872463
593,10.363946534413415
594,10.270952133167212
595,419.8213068933188
596,6.8431822025106905
597,10326.979389436976
598,72.01380648019938
599,210.90309783330224
600,1.9236497568252513E8
601,4.621204425652259E7
602,41.53002732761402
603,31.302722518398333
604,10.74792714295607
605,10.017271694360552
606,14391.935063931982
